Order Date,Category,Region,Quantity,Sales,Profit
2021-01-11,Furniture,East,10,978.68,235.37
2021-01-11,Technology,East,8,3175.89,811.71
2021-01-11,Office Supplies,South,4,110.07,25.67
2021-01-11,Furniture,Central,14,1588.54,33.97
2021-01-12,Office Supplies,East,8,402.44,196.54
2021-01-12,Technology,East,11,1843.9,406.39
2021-01-12,Technology,South,5,3381.8,598.34
2021-01-13,Office Supplies,South,3,224.74,102.17
2021-01-13,Furniture,East,13,3622.06,-470.68
2021-01-13,Furniture,East,11,1377.47,-83.43
2021-01-13,Furniture,East,7,2336.88,-174.1
2021-01-13,Furniture,East,7,1177.95,88.61
2021-01-13,Furniture,South,13,2511.36,1033.83
2021-01-13,Furniture,East,12,3220.37,584.74
2021-01-13,Technology,East,2,1494.0,397.94
2021-01-13,Technology,East,2,1100.08,348.12
2021-01-13,Furniture,South,12,3923.95,1131.81
2021-01-13,Technology,East,14,6413.98,1298.18
2021-01-14,Technology,South,4,707.14,140.56
2021-01-14,Furniture,Central,13,4805.41,615.44
2021-01-15,Office Supplies,Central,9,378.02,121.78
2021-01-15,Office Supplies,East,12,448.88,113.11
2021-01-15,Office Supplies,West,2,96.0,18.33
2021-01-15,Furniture,East,10,1464.67,-46.98
2021-01-15,Office Supplies,East,10,398.47,149.19
2021-01-15,Technology,South,9,4478.98,921.49
2021-01-16,Furniture,Central,13,4815.52,-160.13
2021-01-16,Office Supplies,South,9,662.73,168.41
2021-01-16,Technology,West,4,215.15,77.44
2021-01-16,Furniture,West,5,786.49,143.36
2021-01-16,Furniture,East,2,577.71,-25.93
2021-01-16,Technology,West,6,1590.42,501.45
2021-01-16,Furniture,Central,13,4048.34,-340.61
2021-01-16,Technology,South,11,3613.37,33.88
2021-01-16,Technology,West,6,2989.77,749.48
2021-01-16,Office Supplies,West,5,183.98,35.76
2021-01-16,Office Supplies,South,8,331.79,52.58
2021-01-17,Office Supplies,East,6,238.94,96.24
2021-01-17,Furniture,Central,10,3237.65,128.18
2021-01-17,Office Supplies,East,9,218.33,33.81
2021-01-17,Furniture,West,3,26.4,0.27
2021-01-17,Furniture,East,7,1785.17,-122.26
2021-01-17,Technology,Central,6,1299.59,481.17
2021-01-18,Furniture,Central,12,3754.86,1918.05
2021-01-18,Office Supplies,South,13,711.67,210.98
2021-01-18,Technology,East,7,2320.91,373.05
2021-01-18,Office Supplies,South,10,469.65,202.78
2021-01-18,Office Supplies,West,3,70.34,18.79
2021-01-18,Office Supplies,South,3,34.83,15.08
2021-01-18,Furniture,West,7,2269.26,-356.94
2021-01-18,Furniture,East,13,2700.74,-982.12
2021-01-18,Furniture,West,2,720.91,133.41
2021-01-19,Office Supplies,South,4,35.2,15.32
2021-01-19,Office Supplies,South,4,163.66,55.63
2021-01-19,Technology,Central,10,3979.45,434.73
2021-01-19,Furniture,Central,10,2507.69,-54.58
2021-01-19,Office Supplies,West,1,60.42,18.51
2021-01-19,Furniture,West,3,1234.57,-110.0
2021-01-19,Office Supplies,West,10,528.98,181.77
2021-01-19,Furniture,South,13,5008.69,1555.99
2021-01-19,Technology,East,7,897.02,236.53
2021-01-20,Furniture,East,3,899.01,-114.82
2021-01-20,Furniture,West,3,540.69,62.45
2021-01-20,Office Supplies,East,14,427.17,124.79
2021-01-20,Furniture,Central,4,1124.22,343.35
2021-01-20,Office Supplies,West,1,19.26,2.82
2021-01-20,Furniture,East,1,395.48,55.48
2021-01-20,Office Supplies,East,7,347.4,100.84
2021-01-20,Technology,East,7,3558.48,677.95
2021-01-21,Office Supplies,West,14,570.83,170.12
2021-01-21,Furniture,West,9,3824.55,2090.0
2021-01-21,Furniture,East,4,1037.31,-10.58
2021-01-21,Technology,West,2,733.32,118.08
2021-01-22,Office Supplies,West,14,447.82,111.2
2021-01-22,Technology,Central,13,7334.21,1654.56
2021-01-22,Office Supplies,South,10,614.94,188.53
2021-01-23,Office Supplies,East,3,144.84,36.64
2021-01-23,Office Supplies,Central,10,520.68,98.68
2021-01-23,Office Supplies,Central,11,573.92,151.53
2021-01-23,Office Supplies,West,1,22.23,3.73
2021-01-23,Technology,West,12,9554.75,1815.63
2021-01-23,Furniture,South,3,1118.17,254.3
2021-01-23,Furniture,East,4,998.15,142.16
2021-01-24,Technology,South,13,7979.92,977.06
2021-01-24,Technology,Central,10,5008.29,970.56
2021-01-24,Technology,East,3,1828.2,578.73
2021-01-24,Furniture,West,14,1840.92,493.35
2021-01-25,Technology,Central,2,799.25,156.38
2021-01-26,Furniture,South,10,2651.07,725.01
2021-01-26,Office Supplies,West,1,12.03,1.56
2021-01-26,Furniture,East,13,3102.46,577.69
2021-01-26,Office Supplies,South,2,108.63,28.11
2021-01-26,Technology,South,2,834.95,103.41
2021-01-26,Technology,East,6,1658.83,143.65
2021-01-26,Furniture,West,12,3047.05,1059.04
2021-01-27,Technology,West,13,3546.0,804.8
2021-01-27,Office Supplies,South,8,203.99,9.55
2021-01-27,Technology,East,11,5534.86,531.46
2021-01-27,Office Supplies,West,13,662.56,216.23
2021-01-28,Office Supplies,South,9,415.24,137.61
2021-01-28,Technology,East,1,334.29,57.11
2021-01-28,Office Supplies,West,14,1311.89,347.1
2021-01-28,Office Supplies,South,14,911.74,231.29
2021-01-28,Technology,East,4,1399.18,167.69
2021-01-29,Furniture,East,4,1612.35,-166.1
2021-01-29,Furniture,East,7,1512.83,102.03
2021-01-29,Technology,East,9,4785.98,1597.07
2021-01-29,Furniture,West,3,866.45,151.87
2021-01-30,Technology,West,12,10113.93,239.46
2021-01-30,Office Supplies,West,6,235.66,72.61
2021-01-30,Technology,West,10,3548.93,492.53
2021-01-30,Furniture,East,10,1584.27,-575.45
2021-01-30,Furniture,South,6,1534.69,-9.0
2021-01-30,Technology,Central,11,10528.33,1403.83
2021-01-30,Office Supplies,Central,5,155.73,50.09
2021-01-30,Furniture,West,6,2380.71,770.56
2021-01-30,Furniture,East,5,1628.26,203.03
2021-01-30,Technology,West,14,13380.31,5145.8
2021-01-31,Office Supplies,Central,8,134.11,33.79
2021-01-31,Office Supplies,South,1,18.02,8.66
2021-01-31,Technology,South,1,622.8,0.49
2021-01-31,Technology,West,12,7643.11,2502.68
2021-01-31,Technology,West,13,4037.86,1476.33
2021-01-31,Office Supplies,West,1,39.04,9.23
2021-01-31,Office Supplies,South,3,105.96,47.09
2021-01-31,Technology,West,11,2557.6,455.34
2021-02-01,Office Supplies,Central,4,210.43,64.29
2021-02-01,Furniture,Central,9,2153.29,103.75
2021-02-01,Office Supplies,West,6,332.15,145.1
2021-02-02,Technology,Central,5,1803.31,736.88
2021-02-02,Technology,Central,8,204.89,41.35
2021-02-02,Office Supplies,Central,5,427.21,103.16
2021-02-02,Office Supplies,East,9,268.6,85.01
2021-02-02,Furniture,East,4,777.21,-107.78
2021-02-02,Office Supplies,South,1,33.43,12.01
2021-02-02,Office Supplies,East,1,40.33,10.84
2021-02-02,Furniture,West,14,3803.67,368.15
2021-02-02,Technology,East,14,10144.81,2134.83
2021-02-03,Office Supplies,East,2,132.85,5.94
2021-02-03,Furniture,Central,14,4694.65,-64.7
2021-02-03,Furniture,West,9,2544.21,702.61
2021-02-03,Furniture,West,8,1794.68,-539.02
2021-02-04,Technology,South,12,7025.89,396.7
2021-02-04,Furniture,South,4,1429.49,224.4
2021-02-04,Technology,East,9,3920.67,945.92
2021-02-04,Office Supplies,South,3,133.81,17.65
2021-02-04,Office Supplies,Central,7,525.2,130.89
2021-02-04,Office Supplies,East,6,411.0,127.87
2021-02-05,Furniture,East,14,4177.34,-690.49
2021-02-05,Technology,South,11,6505.32,1226.37
2021-02-05,Office Supplies,East,11,658.05,355.15
2021-02-05,Technology,South,2,648.6,126.55
2021-02-05,Technology,West,1,346.38,160.46
2021-02-06,Office Supplies,East,6,106.66,18.52
2021-02-06,Office Supplies,West,8,245.95,66.52
2021-02-06,Technology,West,9,4729.42,1942.35
2021-02-06,Office Supplies,West,11,428.3,112.05
2021-02-06,Furniture,South,5,1662.23,-77.23
2021-02-06,Furniture,East,6,2447.86,647.64
2021-02-06,Furniture,South,13,3239.65,421.15
2021-02-06,Furniture,East,13,4560.41,-193.34
2021-02-06,Furniture,Central,5,1355.51,770.13
2021-02-06,Technology,South,10,3225.4,761.24
2021-02-06,Office Supplies,East,5,253.95,94.03
2021-02-07,Office Supplies,South,8,239.93,76.58
2021-02-07,Office Supplies,East,5,262.66,56.57
2021-02-08,Technology,South,10,4217.29,345.62
2021-02-08,Technology,Central,5,1446.63,302.36
2021-02-08,Furniture,West,10,3259.07,275.18
2021-02-08,Furniture,West,7,1868.92,51.79
2021-02-08,Office Supplies,East,1,24.72,-0.44
2021-02-08,Office Supplies,South,8,172.74,71.38
2021-02-08,Furniture,South,3,691.03,-203.99
2021-02-08,Technology,South,6,3907.28,589.26
2021-02-08,Office Supplies,West,5,168.14,54.38
2021-02-09,Office Supplies,South,4,102.68,22.46
2021-02-09,Technology,East,13,5483.35,417.25
2021-02-09,Office Supplies,Central,14,404.32,122.41
2021-02-09,Office Supplies,Central,6,285.49,45.37
2021-02-09,Office Supplies,Central,11,995.94,149.1
2021-02-09,Furniture,East,3,514.68,138.57
2021-02-09,Furniture,South,1,356.4,58.78
2021-02-09,Office Supplies,South,7,177.67,57.94
2021-02-09,Office Supplies,East,1,43.62,20.43
2021-02-10,Office Supplies,West,11,491.35,154.48
2021-02-10,Technology,South,4,853.0,79.29
2021-02-10,Office Supplies,South,8,300.98,112.62
2021-02-10,Office Supplies,East,2,95.4,33.75
2021-02-10,Furniture,West,7,2232.09,1029.18
2021-02-10,Furniture,West,2,649.47,12.83
2021-02-11,Technology,South,4,1433.75,219.98
2021-02-11,Furniture,Central,3,374.24,98.56
2021-02-11,Furniture,East,1,281.52,-5.64
2021-02-11,Technology,South,9,4542.31,975.73
2021-02-11,Furniture,South,2,378.2,-54.63
2021-02-11,Technology,West,10,2769.34,406.11
2021-02-12,Technology,South,11,3164.96,389.84
2021-02-12,Office Supplies,West,2,58.51,12.61
2021-02-12,Furniture,West,4,1357.9,92.35
2021-02-12,Furniture,West,14,4060.21,-825.56
2021-02-12,Furniture,Central,5,1411.69,-435.29
2021-02-12,Technology,Central,1,351.26,67.39
2021-02-12,Technology,West,14,8805.43,857.2
2021-02-12,Technology,South,11,5867.63,543.82
2021-02-13,Office Supplies,East,2,93.77,31.98
2021-02-13,Office Supplies,Central,10,325.14,172.9
2021-02-13,Furniture,West,10,1888.54,618.79
2021-02-13,Office Supplies,West,2,137.05,50.85
2021-02-13,Technology,West,14,9153.62,1927.54
2021-02-13,Technology,South,12,7199.31,2012.7
2021-02-13,Furniture,South,5,678.84,45.97
2021-02-13,Technology,Central,6,3222.79,863.78
2021-02-13,Furniture,Central,1,423.58,13.31
2021-02-13,Office Supplies,East,2,66.47,25.18
2021-02-13,Technology,East,8,3072.03,798.95
2021-02-13,Office Supplies,South,7,433.85,170.02
2021-02-13,Technology,West,11,7729.85,1336.39
2021-02-14,Office Supplies,West,5,369.32,184.2
2021-02-14,Office Supplies,Central,5,152.33,47.42
2021-02-14,Furniture,Central,5,1099.21,-191.81
2021-02-14,Technology,East,12,5668.26,2660.13
2021-02-14,Office Supplies,West,11,360.98,106.8
2021-02-15,Furniture,West,10,2856.32,-524.21
2021-02-15,Furniture,West,13,4314.82,-2026.71
2021-02-15,Technology,West,3,1692.8,500.94
2021-02-16,Office Supplies,Central,7,353.26,162.6
2021-02-16,Technology,Central,6,2478.59,603.18
2021-02-16,Furniture,Central,4,566.03,249.52
2021-02-16,Technology,Central,5,1066.29,244.47
2021-02-16,Office Supplies,West,4,35.2,9.63
2021-02-17,Technology,East,4,879.16,41.1
2021-02-17,Furniture,South,4,1531.56,-310.15
2021-02-17,Furniture,South,9,1780.19,254.76
2021-02-17,Furniture,South,9,2089.84,182.16
2021-02-17,Furniture,West,8,2303.78,422.73
2021-02-17,Furniture,West,4,1208.9,152.71
2021-02-17,Office Supplies,East,14,428.12,172.8
2021-02-18,Technology,South,14,7701.25,2221.99
2021-02-18,Furniture,West,5,1165.29,172.99
2021-02-18,Furniture,West,13,4869.12,625.08
2021-02-18,Office Supplies,East,7,230.38,52.2
2021-02-18,Technology,West,7,1881.48,369.23
2021-02-19,Furniture,Central,1,239.38,-22.24
2021-02-19,Technology,South,5,1210.42,251.9
2021-02-19,Office Supplies,Central,13,302.89,105.64
2021-02-19,Technology,South,5,3302.24,403.2
2021-02-20,Furniture,East,9,2726.29,-199.18
2021-02-20,Technology,West,14,3438.2,453.59
2021-02-20,Furniture,Central,7,1932.24,68.02
2021-02-20,Office Supplies,West,10,299.96,131.97
2021-02-20,Furniture,Central,7,522.48,-22.9
2021-02-20,Furniture,Central,9,2433.15,602.56
2021-02-20,Office Supplies,West,5,117.32,11.56
2021-02-20,Office Supplies,East,12,279.37,96.9
2021-02-21,Technology,South,3,1775.94,385.64
2021-02-21,Office Supplies,West,6,355.88,124.4
2021-02-21,Furniture,South,7,1318.79,-59.22
2021-02-21,Technology,West,10,4129.84,468.14
2021-02-21,Office Supplies,Central,12,673.21,95.78
2021-02-21,Office Supplies,South,3,142.3,31.9
2021-02-21,Furniture,East,1,343.06,111.48
2021-02-22,Office Supplies,East,9,491.07,194.36
2021-02-22,Technology,East,5,382.73,77.63
2021-02-22,Furniture,West,8,2901.79,1636.63
2021-02-22,Technology,South,2,634.47,24.18
2021-02-22,Office Supplies,West,6,418.95,92.31
2021-02-22,Office Supplies,Central,14,627.49,155.56
2021-02-22,Technology,Central,4,2438.22,588.29
2021-02-22,Furniture,South,1,318.12,64.24
2021-02-22,Office Supplies,West,13,634.14,109.28
2021-02-23,Office Supplies,South,1,44.84,6.07
2021-02-23,Technology,West,9,4860.15,1500.03
2021-02-23,Technology,Central,14,6513.35,1677.42
2021-02-23,Furniture,East,2,552.84,-113.33
2021-02-24,Technology,Central,9,4448.94,1097.31
2021-02-24,Technology,South,4,1538.98,300.69
2021-02-24,Technology,East,14,4316.75,831.3
2021-02-24,Technology,South,2,1262.24,312.37
2021-02-24,Furniture,West,12,4060.61,896.4
2021-02-25,Furniture,South,7,1693.47,-324.11
2021-02-25,Office Supplies,East,7,396.85,129.23
2021-02-25,Technology,West,12,7926.46,1513.76
2021-02-25,Office Supplies,South,14,414.52,77.36
2021-02-25,Technology,East,7,2366.44,668.01
2021-02-25,Technology,South,7,2076.66,727.01
2021-02-25,Technology,West,3,1029.15,480.68
2021-02-26,Office Supplies,South,13,736.37,237.33
2021-02-26,Furniture,South,4,1377.4,145.18
2021-02-26,Furniture,East,12,2499.76,953.02
2021-02-26,Furniture,Central,6,2354.34,362.3
2021-02-26,Office Supplies,Central,10,479.83,167.77
2021-02-26,Furniture,West,5,1383.5,-369.04
2021-02-27,Technology,Central,7,1734.74,501.38
2021-02-27,Technology,South,8,3752.66,755.23
2021-02-27,Furniture,Central,9,2476.09,1207.8
2021-02-28,Technology,Central,11,5273.5,1774.08
2021-02-28,Technology,South,7,3723.41,708.22
2021-02-28,Furniture,South,9,2257.49,-377.89
2021-02-28,Office Supplies,Central,13,1009.51,208.22
2021-02-28,Technology,East,3,1356.1,34.38
2021-02-28,Technology,South,9,3686.21,576.61
2021-02-28,Technology,East,8,3003.06,937.85
2021-02-28,Furniture,East,2,220.96,-8.41
2021-03-01,Office Supplies,Central,8,123.01,30.23
2021-03-01,Furniture,East,13,7759.3,-43.1
2021-03-01,Office Supplies,South,9,583.24,211.21
2021-03-01,Furniture,West,2,490.79,-42.6
2021-03-01,Furniture,Central,2,434.12,58.21
2021-03-01,Office Supplies,South,14,1287.03,140.08
2021-03-01,Technology,East,1,270.11,73.28
2021-03-01,Office Supplies,East,8,435.71,68.74
2021-03-01,Technology,Central,5,4259.5,912.4
2021-03-02,Furniture,South,2,462.33,21.19
2021-03-02,Office Supplies,Central,5,55.32,17.14
2021-03-02,Technology,West,13,5056.88,383.1
2021-03-02,Office Supplies,Central,11,340.08,102.76
2021-03-02,Technology,South,8,5667.59,1428.79
2021-03-02,Furniture,South,13,2606.94,1209.91
2021-03-03,Office Supplies,East,8,730.91,371.14
2021-03-03,Technology,South,14,5452.82,1287.64
2021-03-03,Office Supplies,Central,1,99.29,31.14
2021-03-03,Furniture,Central,3,1389.05,132.16
2021-03-03,Technology,South,7,2413.26,331.16
2021-03-03,Technology,South,1,204.1,42.84
2021-03-03,Furniture,South,1,258.68,-60.42
2021-03-03,Office Supplies,West,14,1202.94,385.03
2021-03-04,Technology,South,6,1674.42,516.16
2021-03-04,Technology,South,7,4008.57,550.58
2021-03-04,Technology,East,1,760.16,149.09
2021-03-05,Office Supplies,West,2,106.39,51.22
2021-03-05,Office Supplies,East,11,203.02,71.12
2021-03-05,Office Supplies,Central,14,154.0,59.81
2021-03-05,Furniture,West,3,617.89,364.38
2021-03-05,Office Supplies,West,9,724.65,180.73
2021-03-05,Furniture,South,9,3743.61,56.01
2021-03-05,Furniture,South,4,1393.05,416.93
2021-03-05,Office Supplies,East,7,209.63,49.18
2021-03-05,Office Supplies,South,14,730.84,290.62
2021-03-05,Technology,West,10,9881.42,1154.09
2021-03-05,Technology,Central,11,3832.82,447.74
2021-03-05,Furniture,South,12,4094.27,1636.08
2021-03-05,Furniture,West,12,4963.87,-1233.97
2021-03-05,Office Supplies,East,6,383.46,82.62
2021-03-06,Office Supplies,East,4,137.71,56.26
2021-03-06,Office Supplies,Central,8,727.3,114.18
2021-03-06,Technology,East,1,648.34,88.27
2021-03-07,Office Supplies,West,3,49.92,15.76
2021-03-07,Office Supplies,Central,10,698.53,89.69
2021-03-07,Technology,Central,11,7961.61,2364.25
2021-03-07,Office Supplies,West,3,195.11,-0.87
2021-03-07,Technology,West,12,5754.18,126.94
2021-03-07,Furniture,East,12,2463.88,418.82
2021-03-07,Technology,South,10,7695.62,-689.72
2021-03-07,Office Supplies,East,6,400.6,169.41
2021-03-07,Technology,Central,5,3049.77,924.21
2021-03-08,Technology,South,5,2602.58,524.34
2021-03-08,Technology,South,2,1698.29,411.76
2021-03-08,Technology,East,7,5010.27,694.15
2021-03-09,Furniture,East,12,3477.78,476.23
2021-03-09,Office Supplies,East,4,177.39,52.4
2021-03-09,Office Supplies,Central,4,333.56,101.91
2021-03-09,Technology,Central,8,6615.64,1385.77
2021-03-09,Furniture,South,5,2414.37,-408.13
2021-03-10,Technology,South,12,8861.69,3258.78
2021-03-10,Technology,Central,7,1193.52,-50.64
2021-03-10,Office Supplies,East,7,449.17,117.43
2021-03-11,Furniture,Central,12,3431.92,305.37
2021-03-11,Furniture,West,8,2341.41,214.78
2021-03-11,Furniture,East,4,434.94,124.32
2021-03-11,Office Supplies,South,11,370.73,90.25
2021-03-11,Office Supplies,South,14,824.36,284.5
2021-03-11,Office Supplies,South,1,74.11,13.44
2021-03-11,Furniture,West,13,2463.77,-287.37
2021-03-12,Technology,Central,3,1832.62,518.11
2021-03-12,Technology,West,7,2891.12,634.49
2021-03-12,Furniture,West,6,2663.82,-491.73
2021-03-12,Furniture,West,10,2452.75,511.9
2021-03-12,Office Supplies,West,11,728.3,316.25
2021-03-13,Office Supplies,East,10,424.67,112.2
2021-03-13,Technology,Central,9,6678.67,1742.45
2021-03-13,Furniture,Central,6,660.73,70.57
2021-03-13,Office Supplies,West,9,546.38,164.94
2021-03-13,Office Supplies,South,4,263.38,70.44
2021-03-13,Office Supplies,East,3,121.83,14.25
2021-03-14,Furniture,South,2,960.61,-45.67
2021-03-14,Office Supplies,East,9,552.29,156.29
2021-03-14,Furniture,South,7,2945.57,773.81
2021-03-14,Office Supplies,South,1,53.2,14.01
2021-03-15,Furniture,West,12,5563.65,-472.59
2021-03-15,Office Supplies,Central,9,99.0,22.98
2021-03-15,Office Supplies,Central,7,416.47,75.5
2021-03-15,Furniture,West,13,3539.91,666.65
2021-03-15,Technology,Central,3,2264.15,303.21
2021-03-15,Office Supplies,East,9,626.33,350.9
2021-03-16,Office Supplies,Central,9,724.17,300.49
2021-03-16,Technology,South,13,1475.39,372.88
2021-03-16,Technology,South,14,8897.56,735.05
2021-03-16,Furniture,West,10,3911.54,-1099.1
2021-03-16,Office Supplies,West,14,817.39,188.72
2021-03-16,Technology,Central,1,496.29,147.1
2021-03-17,Office Supplies,West,7,201.04,66.06
2021-03-17,Technology,West,1,1070.83,173.71
2021-03-17,Technology,Central,8,3305.99,220.44
2021-03-17,Office Supplies,Central,12,615.55,164.6
2021-03-18,Office Supplies,Central,7,293.3,92.06
2021-03-18,Office Supplies,West,9,599.55,133.79
2021-03-18,Office Supplies,Central,1,39.75,16.01
2021-03-18,Office Supplies,West,14,499.96,195.92
2021-03-19,Furniture,South,13,4459.24,795.13
2021-03-19,Office Supplies,West,5,535.62,235.43
2021-03-19,Office Supplies,West,1,95.19,32.53
2021-03-19,Furniture,West,8,4041.71,542.05
2021-03-19,Technology,East,10,5511.19,1943.87
2021-03-19,Technology,South,5,5016.82,1883.99
2021-03-19,Furniture,South,11,4167.96,778.44
2021-03-19,Technology,East,6,3800.44,557.64
2021-03-20,Furniture,Central,12,5173.42,1289.07
2021-03-20,Technology,West,10,7541.63,1665.56
2021-03-20,Furniture,East,6,631.11,173.78
2021-03-20,Office Supplies,South,5,264.7,114.5
2021-03-20,Office Supplies,West,11,569.94,194.11
2021-03-20,Technology,South,8,4774.13,1445.12
2021-03-20,Furniture,East,3,788.12,72.97
2021-03-20,Technology,Central,9,3302.5,302.19
2021-03-20,Furniture,West,12,1479.1,-383.68
2021-03-20,Furniture,West,2,795.53,125.64
2021-03-21,Technology,Central,2,583.52,18.92
2021-03-21,Technology,East,12,4998.83,1227.67
2021-03-21,Office Supplies,East,8,269.99,59.07
2021-03-21,Technology,East,4,2669.59,145.61
2021-03-21,Office Supplies,South,12,355.07,133.5
2021-03-21,Office Supplies,Central,6,301.6,137.0
2021-03-21,Technology,South,12,3773.21,1119.17
2021-03-21,Furniture,Central,1,305.37,25.65
2021-03-21,Office Supplies,East,1,27.08,12.28
2021-03-21,Furniture,East,13,4391.89,-697.0
2021-03-22,Technology,West,10,6307.84,1241.72
2021-03-22,Office Supplies,East,10,589.67,120.52
2021-03-22,Office Supplies,East,8,580.53,184.68
2021-03-22,Furniture,Central,14,6916.4,275.91
2021-03-22,Technology,Central,11,9181.04,1124.23
2021-03-22,Technology,East,13,4826.12,1981.27
2021-03-22,Office Supplies,Central,13,709.71,192.43
2021-03-22,Office Supplies,Central,11,449.76,156.87
2021-03-22,Technology,South,7,2116.04,160.26
2021-03-23,Furniture,East,10,3064.01,-1900.35
2021-03-23,Technology,Central,2,523.72,129.96
2021-03-23,Office Supplies,Central,6,360.83,184.63
2021-03-23,Furniture,West,6,2285.28,400.87
2021-03-23,Office Supplies,West,14,941.57,446.68
2021-03-23,Furniture,East,12,5675.83,-242.97
2021-03-23,Office Supplies,East,14,349.74,72.46
2021-03-23,Technology,West,7,4050.75,844.54
2021-03-23,Office Supplies,East,12,766.58,228.12
2021-03-23,Furniture,South,5,628.96,113.7
2021-03-23,Technology,South,9,5296.92,2640.65
2021-03-23,Furniture,East,9,2505.22,522.37
2021-03-24,Furniture,South,2,685.33,-111.26
2021-03-24,Furniture,Central,6,1571.86,222.22
2021-03-24,Furniture,South,6,2138.98,-70.88
2021-03-24,Office Supplies,South,8,272.63,100.76
2021-03-24,Office Supplies,East,5,243.85,23.77
2021-03-24,Office Supplies,West,6,147.76,37.88
2021-03-25,Office Supplies,South,8,643.83,244.12
2021-03-25,Furniture,Central,13,3457.36,26.29
2021-03-25,Furniture,South,14,4478.39,462.19
2021-03-25,Furniture,East,1,315.37,-51.78
2021-03-25,Furniture,South,2,554.58,34.87
2021-03-25,Technology,West,14,5151.37,492.51
2021-03-25,Technology,West,13,5381.48,648.53
2021-03-25,Technology,South,6,2472.73,707.79
2021-03-25,Technology,Central,10,5318.03,1192.88
2021-03-25,Technology,Central,5,3296.56,1011.97
2021-03-25,Furniture,West,12,4287.79,495.77
2021-03-26,Furniture,South,5,1779.73,587.85
2021-03-26,Furniture,South,4,1116.4,43.08
2021-03-26,Technology,East,9,5871.46,1199.68
2021-03-26,Office Supplies,Central,12,889.96,55.0
2021-03-26,Furniture,South,1,339.83,100.9
2021-03-27,Office Supplies,West,1,11.0,3.01
2021-03-27,Furniture,South,14,4157.51,-564.12
2021-03-27,Furniture,East,12,6449.77,870.17
2021-03-27,Office Supplies,East,9,851.09,182.75
2021-03-27,Furniture,South,12,4305.05,73.6
2021-03-27,Furniture,Central,13,6052.05,1134.61
2021-03-27,Office Supplies,Central,9,765.88,239.41
2021-03-27,Office Supplies,Central,6,66.0,28.64
2021-03-28,Office Supplies,West,1,57.66,16.11
2021-03-28,Furniture,South,8,2096.78,502.63
2021-03-28,Furniture,South,6,2107.11,1218.8
2021-03-28,Technology,Central,4,3288.95,507.39
2021-03-29,Office Supplies,Central,14,801.24,179.98
2021-03-29,Furniture,East,12,5854.95,-1555.55
2021-03-29,Furniture,Central,13,2539.36,-435.6
2021-03-29,Office Supplies,Central,13,861.87,424.23
2021-03-29,Furniture,West,14,6464.13,56.24
2021-03-29,Technology,East,13,7970.17,1476.71
2021-03-30,Furniture,Central,1,317.83,-25.21
2021-03-30,Technology,East,6,2259.43,255.28
2021-03-30,Office Supplies,Central,14,1033.4,356.24
2021-03-30,Office Supplies,East,10,536.41,186.64
2021-03-30,Office Supplies,West,7,413.48,223.35
2021-03-31,Technology,East,12,5665.99,1181.55
2021-03-31,Furniture,East,7,2115.08,-297.62
2021-03-31,Technology,West,4,3149.02,315.61
2021-03-31,Furniture,South,9,2087.92,483.06
2021-03-31,Furniture,South,5,2282.96,188.85
2021-03-31,Technology,West,13,6995.83,711.96
2021-03-31,Technology,South,10,6847.78,1312.8
2021-03-31,Furniture,East,4,2199.1,-208.8
2021-03-31,Furniture,East,4,1131.75,566.54
2021-04-01,Office Supplies,West,13,1197.11,281.77
2021-04-01,Technology,East,4,2994.36,695.78
2021-04-01,Technology,South,6,2853.59,406.34
2021-04-01,Furniture,East,5,1312.63,51.86
2021-04-01,Technology,South,6,2380.26,614.59
2021-04-02,Technology,East,9,1860.86,766.18
2021-04-02,Furniture,West,8,2259.26,403.26
2021-04-02,Technology,West,9,6748.66,1829.41
2021-04-02,Technology,East,7,5858.68,197.74
2021-04-03,Technology,East,4,1217.09,115.89
2021-04-03,Technology,East,7,4367.87,551.65
2021-04-03,Office Supplies,Central,6,425.41,132.38
2021-04-03,Office Supplies,Central,4,137.44,46.14
2021-04-03,Furniture,South,3,1578.43,181.33
2021-04-03,Technology,South,6,2729.6,1212.19
2021-04-03,Technology,West,8,5235.3,1074.14
2021-04-03,Furniture,East,11,2565.54,167.14
2021-04-03,Furniture,East,3,1306.14,303.95
2021-04-04,Furniture,Central,6,1092.29,-78.87
2021-04-04,Furniture,Central,7,2429.6,436.43
2021-04-04,Furniture,Central,9,2130.11,220.44
2021-04-04,Furniture,West,7,3044.65,1046.43
2021-04-04,Technology,East,10,7722.83,1200.32
2021-04-04,Furniture,East,10,2577.26,770.37
2021-04-04,Technology,West,8,3911.52,1287.39
2021-04-04,Office Supplies,West,12,797.95,187.27
2021-04-04,Technology,South,9,7202.01,1728.1
2021-04-04,Technology,East,13,5095.25,910.29
2021-04-04,Technology,West,4,2944.31,740.22
2021-04-04,Furniture,South,3,848.22,-135.9
2021-04-05,Technology,West,8,4098.72,792.65
2021-04-05,Office Supplies,East,13,397.65,52.44
2021-04-05,Furniture,Central,1,292.3,-17.67
2021-04-05,Furniture,South,2,301.94,33.1
2021-04-05,Technology,South,6,1823.93,514.7
2021-04-05,Furniture,East,7,2702.61,658.22
2021-04-06,Technology,West,5,316.95,111.99
2021-04-06,Office Supplies,Central,9,658.74,278.39
2021-04-06,Office Supplies,Central,14,887.64,304.46
