Order Date,Sales,Profit,Quantity,year,month,day,day_of_week,is_weekend,is_holiday,sales_lag_1,sales_lag_7,sales_lag_30,rolling_mean_7d,rolling_mean_30d
2014-09-16,33.552,12.582,1,2014,9,16,1,0,0,133.436,4043.588,500.342,1907.707142857143,1605.0913166666667
2014-09-17,820.523,233.5287,53,2014,9,17,2,0,0,33.552,1855.228,0.0,1759.892142857143,1632.4420833333336
2014-09-18,0.0,0.0,0,2014,9,18,3,0,0,820.523,127.95,1439.106,1741.6135714285717,1584.4718833333334
2014-09-19,9338.637,-1539.1441,38,2014,9,19,4,0,0,0.0,4904.66,1838.722,2375.038857142857,1834.4690500000002
2014-09-20,5335.968000000001,670.1014,63,2014,9,20,5,1,0,9338.637,1275.408,0.0,2955.1188571428575,2012.3346500000002
2014-09-21,2679.652,877.4457,55,2014,9,21,6,1,0,5335.968000000001,5023.716,23.104,2620.252571428572,2100.8862500000005
2014-09-22,1240.266,87.47569999999999,24,2014,9,22,0,0,0,2679.652,133.436,565.224,2778.3711428571432,2123.38765
2014-09-23,10662.337,4808.5975,48,2014,9,23,1,0,0,1240.266,33.552,59.74,4296.769,2476.80755
2014-09-24,211.96,8.4784,4,2014,9,24,2,0,0,10662.337,820.523,1451.65,4209.831428571429,2435.4845500000006
2014-09-25,354.88880000000006,-87.5594,16,2014,9,25,3,0,0,211.96,0.0,366.81,4260.529828571429,2435.087176666667
2014-09-26,1480.614,230.7266,49,2014,9,26,4,0,0,354.88880000000006,9338.637,2070.13,3137.955114285715,2415.4366433333334
2014-09-27,773.4399999999999,123.1064,10,2014,9,27,5,1,0,1480.614,5335.968000000001,0.0,2486.1654000000003,2441.217976666667
2014-09-28,490.292,64.3686,17,2014,9,28,6,1,1,773.4399999999999,2679.652,832.3225,2173.3996857142856,2429.8169599999997
2014-09-29,8109.07,890.2809,73,2014,9,29,0,0,0,490.292,1240.266,121.24,3154.6574,2696.0779600000005
2014-09-30,987.532,119.4905,26,2014,9,30,1,0,0,8109.07,10662.337,92.52,1772.5424000000003,2725.9116933333335
2014-10-01,4.71,0.0,1,2014,10,1,2,0,0,987.532,211.96,469.436,1742.9352571428574,2710.420826666667
2014-10-02,598.144,133.7632,18,2014,10,2,3,0,0,4.71,354.88880000000006,3254.15,1777.6860000000001,2621.8872933333337
2014-10-03,862.683,-65.4279,37,2014,10,3,4,0,0,598.144,1480.614,22.08,1689.4101428571432,2649.9073933333334
2014-10-04,728.7479999999999,45.0709,16,2014,10,4,5,1,0,862.683,773.4399999999999,0.0,1683.0255714285718,2674.1989933333334
2014-10-05,191.9,46.483,7,2014,10,5,6,1,0,728.7479999999999,490.292,296.304,1640.398142857143,2670.71886
2014-10-06,494.71,50.0395,12,2014,10,6,0,0,0,191.9,8109.07,100.36,552.6324285714288,2683.86386
2014-10-07,237.36,31.856,15,2014,10,7,1,0,1,494.71,987.532,3523.875,445.46500000000026,2574.31336
2014-10-08,147.392,60.7518,7,2014,10,8,2,0,0,237.36,4.71,14228.428,465.8481428571431,2104.9454933333336
2014-10-09,249.36,70.0043,6,2014,10,9,3,0,0,147.392,598.144,4043.588,416.0218571428574,1978.4712266666668
2014-10-10,2049.386,169.95260000000002,42,2014,10,10,4,0,1,249.36,862.683,1855.228,585.5508571428574,1984.94316
2014-10-11,1381.164,110.6138,33,2014,10,11,5,1,0,2049.386,728.7479999999999,127.95,678.7531428571431,2026.71696
2014-10-12,58.53,12.8771,8,2014,10,12,6,1,0,1381.164,191.9,4904.66,659.7002857142861,1865.1792933333336
2014-10-13,2212.182,454.1033,35,2014,10,13,0,0,0,58.53,494.71,1275.408,905.0534285714288,1896.4050933333333
2014-10-14,4525.484,1059.3592,57,2014,10,14,1,0,0,2212.182,237.36,5023.716,1517.6425714285717,1879.79736
2014-10-15,206.724,-0.9321000000000002,5,2014,10,15,2,0,0,4525.484,147.392,133.436,1526.1185714285716,1882.2402933333333
2014-10-16,194.322,91.4088,6,2014,10,16,3,0,0,206.724,249.36,33.552,1518.256,1887.5992933333334
2014-10-17,136.068,-36.838,10,2014,10,17,4,0,0,194.322,2049.386,820.523,1244.9248571428575,1864.7841266666667
2014-10-18,3134.916,606.1102,39,2014,10,18,5,1,0,136.068,1381.164,0.0,1495.4608571428575,1969.2813266666667
2014-10-19,641.104,124.5477,27,2014,10,19,6,1,0,3134.916,58.53,9338.637,1578.6857142857145,1679.36356
2014-10-20,1501.104,-65.9838,20,2014,10,20,0,0,0,641.104,2212.182,5335.968000000001,1477.103142857143,1551.5347599999998
2014-10-21,1356.602,26.06230000000001,20,2014,10,21,1,0,0,1501.104,4525.484,2679.652,1024.4057142857146,1507.4330933333333
2014-10-22,223.808,23.3032,8,2014,10,22,2,0,0,1356.602,206.724,1240.266,1026.846285714286,1473.55116
2014-10-23,0.0,0.0,0,2014,10,23,3,0,0,223.808,194.322,10662.337,999.0860000000002,1118.1399266666667
2014-10-24,56.49,18.5592,8,2014,10,24,4,0,0,0.0,136.068,211.96,987.7177142857146,1112.9575933333333
2014-10-25,103.882,9.4491,10,2014,10,25,5,1,0,56.49,3134.916,354.88880000000006,554.7128571428574,1104.5907
2014-10-26,447.88,41.592,9,2014,10,26,6,1,0,103.882,641.104,1480.614,527.1094285714289,1070.1662333333334
2014-10-27,22.32,7.6626,5,2014,10,27,0,0,0,447.88,1501.104,773.4399999999999,315.85457142857166,1045.1289000000002
2014-10-28,1510.582,93.4282,19,2014,10,28,1,0,0,22.32,1356.602,490.292,337.8517142857146,1079.1385666666667
2014-10-29,2813.8120000000004,378.5486,10,2014,10,29,2,0,0,1510.582,223.808,8109.07,707.852285714286,902.6299666666667
2014-10-30,0.0,0.0,0,2014,10,30,3,0,0,2813.8120000000004,0.0,987.532,707.852285714286,869.7122333333334
2014-10-31,5362.026,-48.10749999999993,83,2014,10,31,4,0,0,0.0,56.49,4.71,1465.7860000000003,1048.2894333333336
2014-11-01,4732.08,663.3641,81,2014,11,1,5,1,0,5362.026,103.882,598.144,2126.957142857143,1186.0873000000001
2014-11-02,2126.37,286.5754,49,2014,11,2,6,1,1,4732.08,447.88,862.683,2366.741428571429,1228.2102000000002
2014-11-03,2784.163,-108.2213,52,2014,11,3,0,0,1,2126.37,22.32,728.7479999999999,2761.290428571429,1296.7240333333334
2014-11-04,6693.7480000000005,2443.392,50,2014,11,4,1,0,0,2784.163,1510.582,191.9,3501.742714285715,1513.4523000000002
2014-11-05,1694.564,-61.6116,31,2014,11,5,2,0,0,6693.7480000000005,2813.8120000000004,494.71,3341.850142857143,1553.4474333333335
2014-11-06,43.68,20.9664,6,2014,11,6,3,0,1,1694.564,0.0,237.36,3348.090142857143,1546.9914333333334
2014-11-07,1449.142,155.4863,57,2014,11,7,4,0,1,43.68,5362.026,147.392,2789.1067142857146,1590.3831
2014-11-08,333.576,25.0182,3,2014,11,8,5,1,0,1449.142,4732.08,249.36,2160.7490000000003,1593.1903
2014-11-09,1574.094,222.6886,36,2014,11,9,6,1,0,333.576,2126.37,2049.386,2081.8524285714293,1577.3472333333336
2014-11-10,2002.556,436.6331,49,2014,11,10,0,0,1,1574.094,2784.163,1381.164,1970.1942857142863,1598.0603
2014-11-11,8114.548,-449.5310999999999,93,2014,11,11,1,0,1,2002.556,6693.7480000000005,58.53,2173.1657142857143,1866.5942333333335
2014-11-12,1054.7612,79.634,35,2014,11,12,2,0,1,8114.548,1694.564,2212.182,2081.765314285715,1828.0135400000001
2014-11-13,0.0,0.0,0,2014,11,13,3,0,0,1054.7612,43.68,4525.484,2075.5253142857146,1677.1640733333334
2014-11-14,1034.73,308.90680000000003,37,2014,11,14,4,0,0,0.0,1449.142,206.724,2016.3236000000002,1704.7642733333334
2014-11-15,1780.822,400.0781,29,2014,11,15,5,1,0,1034.73,333.576,194.322,2223.073028571429,1757.6476066666667
2014-11-16,1355.9285,137.5582,36,2014,11,16,6,1,0,1780.822,1574.094,136.068,2191.9065285714287,1798.3096233333335
2014-11-17,11544.274,1954.1346,58,2014,11,17,0,0,0,1355.9285,2002.556,3134.916,3555.0090999999998,2078.6215566666665
2014-11-18,3406.855,-347.5227,76,2014,11,18,1,0,0,11544.274,8114.548,641.104,2882.481528571429,2170.813256666667
2014-11-19,7226.086,1979.1982,51,2014,11,19,2,0,0,3406.855,1054.7612,1501.104,3764.0993571428576,2361.64599
2014-11-20,907.56,251.172,16,2014,11,20,3,0,0,7226.086,0.0,1356.602,3893.750785714286,2346.6779233333336
2014-11-21,1249.622,378.1699,24,2014,11,21,4,0,0,907.56,1034.73,223.808,3924.4496428571433,2380.871723333333
2014-11-22,1103.298,461.8921,30,2014,11,22,5,1,0,1249.622,1780.822,0.0,3827.6605000000004,2417.6483233333333
2014-11-23,1363.28,-105.23839999999998,36,2014,11,23,6,1,0,1103.298,1355.9285,56.49,3828.7107142857144,2461.2079900000003
2014-11-24,5578.606,-97.35739999999998,75,2014,11,24,0,0,0,1363.28,11544.274,103.882,2976.4724285714287,2643.6987900000004
2014-11-25,4415.695,148.62720000000002,58,2014,11,25,1,0,0,5578.606,3406.855,447.88,3120.592428571429,2775.9592900000002
2014-11-26,1705.99,-62.1612,52,2014,11,26,2,0,0,4415.695,7226.086,22.32,2332.007285714286,2832.081623333333
2014-11-27,203.66,41.296,7,2014,11,27,3,0,0,1705.99,907.56,1510.582,2231.450142857143,2788.5175566666667
2014-11-28,2280.83,12.473200000000002,55,2014,11,28,4,0,1,203.66,1249.622,2813.8120000000004,2378.7655714285715,2770.75149
2014-11-29,649.044,104.6772,13,2014,11,29,5,1,0,2280.83,1103.298,0.0,2313.872142857143,2792.38629
2014-11-30,219.154,11.829,24,2014,11,30,6,1,0,649.044,1363.28,5362.026,2150.4255714285714,2620.9572233333333
2014-12-01,5624.39,875.1448,46,2014,12,1,0,0,1,219.154,5578.606,4732.08,2156.966142857143,2650.70089
2014-12-02,1771.808,111.3749,64,2014,12,2,1,0,0,5624.39,4415.695,2126.37,1779.2680000000003,2638.8821566666666
2014-12-03,505.88,146.8304,8,2014,12,3,2,0,0,1771.808,1705.99,2784.163,1607.8237142857145,2562.93939
2014-12-04,129.98,62.3904,2,2014,12,4,3,0,0,505.88,203.66,6693.7480000000005,1597.2980000000005,2344.147123333333
2014-12-05,2963.642,425.0408,69,2014,12,5,4,0,1,129.98,2280.83,1694.564,1694.8425714285718,2386.449723333333
2014-12-06,1970.978,-19.019000000000013,36,2014,12,6,5,1,1,2963.642,649.044,43.68,1883.6902857142861,2450.6929900000005
2014-12-07,548.4,201.7832,17,2014,12,7,6,1,0,1970.978,219.154,1449.142,1930.7254285714287,2420.6682566666664
2014-12-08,1095.12,125.9273,53,2014,12,8,0,0,1,548.4,5624.39,333.576,1283.6868571428572,2446.053056666666
2014-12-09,1522.652,125.7513,28,2014,12,9,1,0,0,1095.12,1771.808,1574.094,1248.0931428571432,2444.338323333333
2014-12-10,573.336,101.1426,20,2014,12,10,2,0,0,1522.652,505.88,2002.556,1257.7297142857146,2396.6976566666667
2014-12-11,0.0,0.0,0,2014,12,11,3,0,0,573.336,129.98,8114.548,1239.161142857143,2126.212723333333
2014-12-12,4938.4045,-72.10079999999999,36,2014,12,12,4,0,0,0.0,2963.642,1054.7612,1521.2700714285716,2255.6675
2014-12-13,293.152,8.731399999999997,18,2014,12,13,5,1,0,4938.4045,1970.978,0.0,1281.5806428571432,2265.439233333333
2014-12-14,7641.658,2220.5215,23,2014,12,14,6,1,0,293.152,548.4,1034.73,2294.9032142857145,2485.6701666666663
2014-12-15,1264.466,-144.732,19,2014,12,15,0,0,0,7641.658,1095.12,1780.822,2319.0955000000004,2468.4583
2014-12-16,4394.187,415.6424,63,2014,12,16,1,0,0,1264.466,1522.652,1355.9285,2729.3147857142862,2569.7335833333336
2014-12-17,45.534,7.1924,7,2014,12,17,2,0,0,4394.187,573.336,11544.274,2653.9145000000003,2186.44225
2014-12-18,0.0,0.0,0,2014,12,18,3,0,0,45.534,0.0,3406.855,2653.9145000000003,2072.8804166666664
2014-12-19,3436.76,356.9569,53,2014,12,19,4,0,0,0.0,4938.4045,7226.086,2439.3938571428575,1946.56955
2014-12-20,6962.4400000000005,1557.0102,81,2014,12,20,5,1,1,3436.76,293.152,907.56,3392.1492857142866,2148.3988833333333
2014-12-21,1933.44,178.26479999999998,17,2014,12,21,6,1,1,6962.4400000000005,7641.658,1249.622,2576.6895714285715,2171.1928166666667
2014-12-22,798.968,183.1211,32,2014,12,22,0,0,1,1933.44,1264.466,1103.298,2510.1898571428574,2161.0484833333335
2014-12-23,942.108,67.3794,29,2014,12,23,1,0,1,798.968,4394.187,1363.28,2017.0357142857144,2147.0094166666668
2014-12-24,1950.202,264.308,32,2014,12,24,2,0,1,942.108,45.534,5578.606,2289.131142857143,2026.0626166666666
2014-12-25,0.0,0.0,0,2014,12,25,3,0,1,1950.202,0.0,4415.695,2289.131142857143,1878.8727833333332
2014-12-26,2041.414,-3.5973999999999933,55,2014,12,26,4,0,1,0.0,3436.76,1705.99,2089.7960000000003,1890.0535833333333
2014-12-27,2966.388,-336.3251,65,2014,12,27,5,1,0,2041.414,6962.4400000000005,203.66,1518.9314285714286,1982.1445166666667
2014-12-28,3732.296,706.8574,33,2014,12,28,6,1,0,2966.388,1933.44,2280.83,1775.9108571428571,2030.5267166666667
2014-12-29,2072.096,568.0095,67,2014,12,29,0,0,0,3732.296,798.968,649.044,1957.786285714286,2077.961783333333
2014-12-30,2172.6510000000003,-594.5496,43,2014,12,30,1,0,0,2072.096,942.108,219.154,2133.578142857143,2143.0783500000002
2014-12-31,5253.27,1444.5131,63,2014,12,31,2,0,1,2172.6510000000003,1950.202,5624.39,2605.445,2130.7076833333335
2015-01-01,0.0,0.0,0,2015,1,1,3,0,1,5253.27,0.0,1771.808,2605.445,2071.6474166666667
2015-01-02,1932.096,-1161.5484,29,2015,1,2,4,0,1,0.0,2041.414,505.88,2589.828142857143,2119.18795
2015-01-03,1768.2216,-348.4578,19,2015,1,3,5,1,0,1932.096,2966.388,129.98,2418.661514285715,2173.7960033333334
2015-01-04,264.46000000000004,104.6724,22,2015,1,4,6,1,0,1768.2216,3732.296,2963.642,1923.2563714285718,2083.82327
2015-01-05,295.272,62.5086,20,2015,1,5,0,0,0,264.46000000000004,2072.096,1970.978,1669.424371428572,2027.9664033333333
2015-01-06,31.538,7.8934,7,2015,1,6,1,0,0,295.272,2172.6510000000003,548.4,1363.551085714286,2010.73767
2015-01-07,0.0,0.0,0,2015,1,7,2,0,0,31.538,5253.27,1095.12,613.0839428571431,1974.23367
2015-01-08,0.0,0.0,0,2015,1,8,3,0,0,0.0,0.0,1522.652,613.0839428571431,1923.4786033333332
2015-01-09,364.07,131.0797,13,2015,1,9,4,0,0,0.0,1932.096,573.336,389.08022857142885,1916.50307
2015-01-10,1018.104,-373.3048,4,2015,1,10,5,1,1,364.07,1768.2216,0.0,281.9205714285717,1950.43987
2015-01-11,0.0,0.0,0,2015,1,11,6,1,0,1018.104,264.46000000000004,4938.4045,244.1405714285717,1785.8263866666666
2015-01-12,854.614,62.80479999999999,16,2015,1,12,0,0,0,0.0,295.272,293.152,324.04657142857167,1804.541786666667
2015-01-13,622.278,160.3086,18,2015,1,13,1,0,0,854.614,31.538,7641.658,408.4380000000003,1570.5624533333332
2015-01-14,0.0,0.0,0,2015,1,14,2,0,0,622.278,0.0,1264.466,408.4380000000003,1528.4135866666666
2015-01-15,0.0,0.0,0,2015,1,15,3,0,0,0.0,0.0,4394.187,408.4380000000003,1381.9406866666666
2015-01-16,0.0,0.0,0,2015,1,16,4,0,0,0.0,364.07,45.534,356.4280000000003,1380.4228866666667
2015-01-17,350.384,-300.0494,17,2015,1,17,5,1,0,0.0,1018.104,0.0,261.03942857142886,1392.1023533333332
2015-01-18,0.0,0.0,0,2015,1,18,6,1,0,350.384,0.0,3436.76,261.03942857142886,1277.5436866666666
2015-01-19,301.742,-21.712200000000003,5,2015,1,19,0,0,0,0.0,854.614,6962.4400000000005,182.05771428571455,1055.52042
2015-01-20,0.0,0.0,0,2015,1,20,1,0,0,301.742,622.278,1933.44,93.1608571428574,991.0724200000001
2015-01-21,0.0,0.0,0,2015,1,21,2,0,0,0.0,0.0,798.968,93.1608571428574,964.4401533333333
2015-01-22,0.0,0.0,0,2015,1,22,3,0,0,0.0,0.0,942.108,93.1608571428574,933.0365533333334
2015-01-23,43.66,20.8106,5,2015,1,23,4,0,0,0.0,0.0,1950.202,99.39800000000027,869.4851533333333
2015-01-24,13.12,2.132,5,2015,1,24,5,1,0,43.66,350.384,0.0,51.21742857142883,869.9224866666666
2015-01-25,0.0,0.0,0,2015,1,25,6,1,0,13.12,0.0,2041.414,51.21742857142883,801.8753533333332
2015-01-26,182.72,84.0512,8,2015,1,26,0,0,0,0.0,301.742,2966.388,34.21428571428597,709.08642
2015-01-27,3573.252,-191.6432,12,2015,1,27,1,0,0,182.72,0.0,3732.296,544.6788571428574,703.7849533333334
2015-01-28,4297.644,-1862.3124,13,2015,1,28,2,0,0,3573.252,0.0,2072.096,1158.6280000000004,777.9698866666666
2015-01-29,0.0,0.0,0,2015,1,29,3,0,0,4297.644,0.0,2172.6510000000003,1158.6280000000004,705.5481866666668
2015-01-30,2161.6400000000003,302.8533,16,2015,1,30,4,0,0,0.0,43.66,5253.27,1461.196571428572,602.4938533333334
2015-01-31,99.26,38.9066,7,2015,1,31,5,1,0,2161.6400000000003,13.12,0.0,1473.502285714286,605.80252
2015-02-01,0.0,0.0,0,2015,2,1,6,1,0,99.26,0.0,1932.096,1473.502285714286,541.39932
2015-02-02,0.0,0.0,0,2015,2,2,0,0,0,0.0,182.72,1768.2216,1447.3994285714289,482.4586
2015-02-03,492.836,157.4118,22,2015,2,3,1,0,0,0.0,3573.252,264.46000000000004,1007.3400000000004,490.0711333333334
2015-02-04,0.0,0.0,0,2015,2,4,2,0,0,492.836,4297.644,295.272,393.39085714285744,480.22873333333337
2015-02-05,0.0,0.0,0,2015,2,5,3,0,0,0.0,0.0,31.538,393.39085714285744,479.1774666666667
2015-02-06,2432.544,242.1172,34,2015,2,6,4,0,0,0.0,2161.6400000000003,0.0,432.0914285714288,560.2622666666666
2015-02-07,324.11,152.5909,7,2015,2,7,5,1,0,2432.544,99.26,0.0,464.2128571428574,571.0659333333333
2015-02-08,129.09199999999998,-19.1734,8,2015,2,8,6,1,0,324.11,0.0,364.07,482.6545714285716,563.2333333333333
2015-02-09,785.5519999999999,102.3764,19,2015,2,9,0,0,0,129.09199999999998,0.0,1018.104,594.8762857142859,555.4816
2015-02-10,77.24,7.724,5,2015,2,10,1,0,0,785.5519999999999,492.836,0.0,535.5054285714288,558.0562666666667
2015-02-11,0.0,0.0,0,2015,2,11,2,0,0,77.24,0.0,854.614,535.5054285714288,529.5691333333333
2015-02-12,0.0,0.0,0,2015,2,12,3,0,0,0.0,0.0,622.278,535.5054285714288,508.8265333333333
2015-02-13,0.0,0.0,0,2015,2,13,4,0,0,0.0,2432.544,0.0,187.9991428571431,508.8265333333333
2015-02-14,1079.962,104.53889999999998,23,2015,2,14,5,1,0,0.0,324.11,0.0,295.97800000000024,544.8252666666667
2015-02-15,1602.38,477.3456,31,2015,2,15,6,1,0,1079.962,129.09199999999998,0.0,506.44771428571454,598.2379333333334
2015-02-16,160.43,74.6845,16,2015,2,16,0,0,1,1602.38,785.5519999999999,350.384,417.14457142857174,591.9061333333333
2015-02-17,0.0,0.0,0,2015,2,17,1,0,1,160.43,77.24,0.0,406.11028571428596,591.9061333333333
2015-02-18,105.844,31.6342,6,2015,2,18,2,0,0,0.0,0.0,301.742,421.2308571428574,585.3762
2015-02-19,0.0,0.0,0,2015,2,19,3,0,0,105.844,0.0,0.0,421.2308571428574,585.3762
2015-02-20,316.78000000000003,77.56439999999999,8,2015,2,20,4,0,0,0.0,0.0,0.0,466.48514285714316,595.9355333333334
2015-02-21,2591.1,1294.0764,6,2015,2,21,5,1,0,316.78000000000003,1079.962,0.0,682.3620000000002,682.3055333333334
2015-02-22,79.36,20.6336,4,2015,2,22,6,1,0,2591.1,1602.38,43.66,464.78771428571457,683.4955333333334
2015-02-23,37.776,10.5336,8,2015,2,23,0,0,0,79.36,160.43,13.12,447.2657142857146,684.3174
2015-02-24,0.0,0.0,0,2015,2,24,1,0,0,37.776,0.0,0.0,447.2657142857146,684.3174
2015-02-25,25.87,11.736,5,2015,2,25,2,0,0,0.0,105.844,182.72,435.8408571428574,679.0890666666668
2015-02-26,0.0,0.0,0,2015,2,26,3,0,0,25.87,0.0,3573.252,435.8408571428574,559.9806666666667
2015-02-27,1159.2710000000002,52.49029999999999,27,2015,2,27,4,0,0,0.0,316.78000000000003,4297.644,556.1967142857146,455.36823333333336
2015-02-28,551.264,15.566400000000002,10,2015,2,28,5,1,0,1159.2710000000002,2591.1,0.0,264.7915714285718,473.7437
2015-03-01,1642.1744,12.718199999999989,23,2015,3,1,6,1,0,551.264,79.36,2161.6400000000003,488.05077142857186,456.42817999999994
2015-03-02,899.5699999999999,218.9629,10,2015,3,2,0,0,1,1642.1744,37.776,99.26,611.1642000000003,483.1051800000001
2015-03-03,0.0,0.0,0,2015,3,3,1,0,0,899.5699999999999,0.0,0.0,611.1642000000003,483.1051800000001
2015-03-04,0.0,0.0,0,2015,3,4,2,0,0,0.0,25.87,0.0,607.4684857142862,483.1051800000001
2015-03-05,1969.267,-417.895,57,2015,3,5,3,0,0,0.0,0.0,492.836,888.7923428571432,532.3195466666667
2015-03-06,1555.244,473.7518,9,2015,3,6,4,0,0,1969.267,1159.2710000000002,0.0,945.3599142857146,584.1610133333332
2015-03-07,807.54,271.4153,10,2015,3,7,5,1,0,1555.244,551.264,0.0,981.9707714285718,611.0790133333334
2015-03-08,2563.2960000000003,592.3805,29,2015,3,8,6,1,0,807.54,1642.1744,2432.544,1113.5595714285719,615.4374133333333
2015-03-09,478.008,53.9619,10,2015,3,9,0,0,0,2563.2960000000003,899.5699999999999,324.11,1053.336428571429,620.5673466666667
2015-03-10,90.932,23.2592,8,2015,3,10,1,0,0,478.008,0.0,129.09199999999998,1066.3267142857146,619.2953466666665
2015-03-11,0.0,0.0,0,2015,3,11,2,0,0,90.932,0.0,785.5519999999999,1066.3267142857146,593.11028
2015-03-12,51.016000000000005,9.998,12,2015,3,12,3,0,0,0.0,1969.267,77.24,792.2908571428576,592.2361466666666
2015-03-13,1384.856,234.4744,14,2015,3,13,4,0,0,51.016000000000005,1555.244,0.0,767.9497142857147,638.3980133333333
2015-03-14,707.9000000000001,332.7422,10,2015,3,14,5,1,0,1384.856,807.54,0.0,753.715428571429,661.99468
2015-03-15,16.776,1.6776,3,2015,3,15,6,1,0,707.9000000000001,2563.2960000000003,0.0,389.9268571428575,662.55388
2015-03-16,7230.209999999999,3508.0309,27,2015,3,16,0,0,0,16.776,478.008,1079.962,1354.5271428571432,867.5621466666668
2015-03-17,48.84,11.835,3,2015,3,17,1,0,0,7230.209999999999,90.932,1602.38,1348.5140000000004,815.7774800000001
2015-03-18,0.0,0.0,0,2015,3,18,2,0,0,48.84,0.0,160.43,1348.5140000000004,810.4298133333334
2015-03-19,5652.9396,1982.1858,45,2015,3,19,3,0,0,0.0,51.016000000000005,0.0,2148.7888000000003,998.8611333333333
2015-03-20,1548.194,485.7154000000001,40,2015,3,20,4,0,0,5652.9396,1384.856,105.844,2172.1228,1046.9394666666665
2015-03-21,1270.379,242.5149,21,2015,3,21,5,1,0,1548.194,707.9000000000001,0.0,2252.476942857143,1089.2854333333332
2015-03-22,2481.424,270.79810000000003,43,2015,3,22,6,1,0,1270.379,16.776,316.78000000000003,2604.569514285715,1161.4402333333335
2015-03-23,633.302,181.0828,28,2015,3,23,0,0,0,2481.424,7230.209999999999,2591.1,1662.154085714286,1096.1803
2015-03-24,412.95,-22.2494,10,2015,3,24,1,0,0,633.302,48.84,79.36,1714.1698000000004,1107.2999666666667
2015-03-25,0.0,0.0,0,2015,3,25,2,0,0,412.95,0.0,37.776,1714.1698000000004,1106.0407666666667
2015-03-26,4623.37,937.258,30,2015,3,26,3,0,0,0.0,5652.9396,0.0,1567.088428571429,1260.1531
2015-03-27,83.7,3.348,5,2015,3,27,4,0,0,4623.37,1548.194,25.87,1357.8750000000005,1262.0807666666667
2015-03-28,243.344,59.3424,13,2015,3,28,5,1,0,83.7,1270.379,0.0,1211.1557142857146,1270.1922333333334
2015-03-29,1559.0800000000002,296.8998,30,2015,3,29,6,1,0,243.344,2481.424,1159.2710000000002,1079.3922857142861,1283.5192
2015-03-30,571.224,-87.9252,14,2015,3,30,0,0,0,1559.0800000000002,633.302,551.264,1070.5240000000003,1284.1845333333333
2015-03-31,200.716,55.8143,11,2015,3,31,1,0,0,571.224,412.95,1642.1744,1040.2048571428575,1236.1359200000002
2015-04-01,0.0,0.0,0,2015,4,1,2,0,1,200.716,0.0,899.5699999999999,1040.2048571428575,1206.1502533333332
2015-04-02,299.22,-35.82450000000001,23,2015,4,2,3,0,0,0.0,4623.37,0.0,422.4691428571433,1216.1242533333332
2015-04-03,0.0,0.0,0,2015,4,3,4,0,1,299.22,83.7,0.0,410.5120000000005,1216.1242533333332
2015-04-04,1484.598,384.4765,20,2015,4,4,5,1,0,0.0,243.344,1969.267,587.8340000000005,1199.96862
2015-04-05,2974.058,-243.8141,56,2015,4,5,6,1,0,1484.598,1559.0800000000002,1555.244,789.9737142857147,1247.26242
2015-04-06,140.004,-0.1703999999999972,25,2015,4,6,0,0,0,2974.058,571.224,807.54,728.3708571428576,1225.01122
2015-04-07,907.436,-1113.9491,23,2015,4,7,1,0,0,140.004,200.716,2563.2960000000003,829.3308571428576,1169.8158866666668
2015-04-08,0.0,0.0,0,2015,4,8,2,0,0,907.436,0.0,478.008,829.3308571428576,1153.8822866666667
2015-04-09,757.992,133.5327,9,2015,4,9,3,0,0,0.0,299.22,90.932,894.8697142857147,1176.11762
2015-04-10,169.54199999999997,48.6963,9,2015,4,10,4,0,0,757.992,0.0,0.0,919.0900000000004,1181.76902
2015-04-11,1328.346,423.987,20,2015,4,11,5,1,0,169.54199999999997,1484.598,51.016000000000005,896.7682857142862,1224.3466866666668
2015-04-12,40.74,0.4074,3,2015,4,12,6,1,1,1328.346,2974.058,1384.856,477.7228571428576,1179.54282
2015-04-13,3192.6780000000003,-38.72819999999999,40,2015,4,13,0,0,0,40.74,140.004,707.9000000000001,913.8191428571434,1262.3687533333332
2015-04-14,35.208,2.6406,1,2015,4,14,1,0,1,3192.6780000000003,907.436,16.776,789.2151428571434,1262.9831533333336
2015-04-15,0.0,0.0,0,2015,4,15,2,0,0,35.208,0.0,7230.209999999999,789.2151428571433,1021.9761533333333
2015-04-16,4161.972,815.8418,54,2015,4,16,3,0,0,0.0,757.992,48.84,1275.4980000000007,1159.0805533333332
2015-04-17,2745.106,686.5088999999999,34,2015,4,17,4,0,0,4161.972,169.54199999999997,0.0,1643.435714285715,1250.5840866666665
2015-04-18,2006.96,214.8503,57,2015,4,18,5,1,0,2745.106,1328.346,5652.9396,1740.3805714285718,1129.0514333333333
2015-04-19,329.96,-564.9804,6,2015,4,19,6,1,0,2006.96,40.74,1548.194,1781.6977142857147,1088.4436333333333
2015-04-20,1194.726,507.1407,16,2015,4,20,0,0,0,329.96,3192.6780000000003,1270.379,1496.2760000000005,1085.9218666666668
2015-04-21,893.0899999999999,228.8928,13,2015,4,21,1,0,1,1194.726,35.208,2481.424,1618.8305714285718,1032.9774
2015-04-22,152.916,24.4443,6,2015,4,22,2,0,0,893.0899999999999,0.0,633.302,1640.6757142857148,1016.9645333333334
2015-04-23,0.0,0.0,0,2015,4,23,3,0,0,152.916,4161.972,412.95,1046.1082857142862,1003.1995333333333
2015-04-24,25.99,7.5371,1,2015,4,24,4,0,0,0.0,2745.106,0.0,657.6631428571434,1004.0658666666667
